unique_id,ds,y,IR_A,IY_A,IB_A,VRY_kV,VYB_kV,VBR_kV,avg_current,current_imbalance_pct,avg_voltage,voltage_imbalance_pct,tod_sin,tod_cos,hour,minute,day_of_week,is_weekend
ML_FD05,2026-06-15 00:42:00,0.0981,4.87,4.48,5.53,11.095,11.07,11.115,4.960000000000001,11.491935483870954,11.093333333333334,0.2103365384615393,0.18223552549214744,0.9832549075639546,0.0,42.0,0.0,0.0
ML_FD05,2026-06-15 00:45:00,0.097,5.2,4.67,5.27,11.091,11.13,11.105,5.046666666666667,7.463672391017178,11.108666666666666,0.1920422492948557,0.19509032201612825,0.9807852804032304,0.0,45.0,0.0,0.0
ML_FD05,2026-06-15 00:48:00,0.0864,5.21,4.54,5.38,11.074,11.08,11.082,5.043333333333333,9.9801718440185,11.078666666666669,0.04212299915755942,0.20791169081775931,0.9781476007338057,0.0,48.0,0.0,0.0
ML_FD05,2026-06-15 00:51:00,0.0908,4.49,4.06,5.18,11.066,11.11,11.062,4.576666666666667,13.182811361981045,11.079333333333333,0.27679162404476965,0.22069743502150108,0.9753423205085127,0.0,51.0,0.0,0.0
ML_FD05,2026-06-15 00:54:00,0.09,4.7,4.24,5.06,11.108,11.1265,11.063,4.666666666666667,9.142857142857144,11.099166666666667,0.32585028906073843,0.2334453638559054,0.9723699203976766,0.0,54.0,0.0,0.0
ML_FD05,2026-06-15 00:57:00,0.0988,4.81,4.29,5.07,11.117,11.143,11.108,4.723333333333334,9.174311926605508,11.122666666666667,0.18280987772716356,0.24615329302899303,0.9692309097067544,0.0,57.0,0.0,0.0
ML_FD05,2026-06-15 01:00:00,0.0957,5.02,4.59,5.57,11.072,11.132,11.115,5.06,10.079051383399225,11.106333333333334,0.3091329271586882,0.25881904510252074,0.9659258262890683,1.0,0.0,0.0,0.0
ML_FD05,2026-06-15 01:03:00,0.0913,5.18,4.78,5.63,11.095,11.126,11.07,5.196666666666666,8.33867864015395,11.097,0.26133189150220704,0.27144044986507426,0.9624552364536473,1.0,3.0,0.0,0.0
ML_FD05,2026-06-15 01:06:00,0.0873,4.66,4.25,5.07,11.14,11.062,11.144,4.66,8.798283261802577,11.115333333333332,0.4798176692856666,0.28401534470392265,0.958819734868193,1.0,6.0,0.0,0.0
ML_FD05,2026-06-15 01:09:00,0.0865,4.49,4.27,5.19,11.205,11.16,11.174,4.6499999999999995,11.612903225806473,11.179666666666668,0.22660186648378589,0.29654157497557093,0.9550199444571866,1.0,9.0,0.0,0.0
ML_FD05,2026-06-15 01:12:00,0.091,4.69,4.16,5.1,11.155,11.147,11.191,4.65,10.537634408602154,11.164333333333333,0.23885588033320945,0.3090169943749474,0.9510565162951535,1.0,12.0,0.0,0.0
ML_FD05,2026-06-15 01:15:00,0.0899,4.67,4.15,4.89,11.233,11.15,11.182,4.57,9.190371991247263,11.188333333333334,0.39922538358408627,0.3214394653031616,0.9469301294951057,1.0,15.0,0.0,0.0
ML_FD05,2026-06-15 01:18:00,0.0987,5.13,4.56,5.91,11.188,11.153,11.162,5.2,13.653846153846153,11.167666666666667,0.18207324717189488,0.33380685923377096,0.9426414910921784,1.0,18.0,0.0,0.0
ML_FD05,2026-06-15 01:21:00,0.0905,4.37,4.04,5.19,11.185,11.196,11.093,4.533333333333334,14.485294117647047,11.158000000000001,0.5825416741351611,0.34611705707749296,0.9381913359224842,1.0,21.0,0.0,0.0
ML_FD05,2026-06-15 01:24:00,0.1,4.51,4.04,5.11,11.167,11.146,11.059,4.553333333333334,12.225475841874083,11.124,0.5843221862639453,0.3583679495453002,0.9335804264972017,1.0,24.0,0.0,0.0
ML_FD05,2026-06-15 01:27:00,0.1112,5.55,5.12,6.05,11.218,11.173,11.127,5.573333333333333,8.552631578947366,11.172666666666666,0.4087356047496775,0.3705574375098362,0.9288095528719242,1.0,27.0,0.0,0.0
ML_FD05,2026-06-15 01:30:00,0.091,5.51,5.32,6.19,11.14,11.178,11.168,5.673333333333333,9.106933019976514,11.162,0.19709729439168822,0.3826834323650898,0.9238795325112867,1.0,30.0,0.0,0.0
ML_FD05,2026-06-15 01:33:00,0.0904,4.7,4.13,5.08,11.185,11.211,11.092,4.636666666666667,10.927390366642706,11.162666666666667,0.6330625895843227,0.39474385638426723,0.9187912101488983,1.0,33.0,0.0,0.0
ML_FD05,2026-06-15 01:36:00,0.0984,5.08,4.75,5.72,11.2,11.193,11.099,5.183333333333334,10.353697749196131,11.164000000000001,0.5822285919025553,0.40673664307580015,0.9135454576426009,1.0,36.0,0.0,0.0
ML_FD05,2026-06-15 01:39:00,0.1007,5.2,4.66,5.75,11.213,11.27,11.216,5.203333333333333,10.506085842408716,11.232999999999999,0.32938662868335095,0.418659737537428,0.9081431738250814,1.0,39.0,0.0,0.0
ML_FD05,2026-06-15 01:42:00,0.1076,6.34,5.97,6.97,11.166,11.165,11.213,6.426666666666666,8.454356846473038,11.181333333333333,0.2832101120915778,0.4305110968082951,0.9025852843498606,1.0,42.0,0.0,0.0
ML_FD05,2026-06-15 01:45:00,0.1093,6.34,5.9,7.19,11.307,11.278,11.214,6.476666666666667,11.013896037056107,11.266333333333334,0.4645107843427321,0.4422886902190013,0.8968727415326883,1.0,45.0,0.0,0.0
ML_FD05,2026-06-15 01:48:00,0.0977,5.09,4.67,5.82,11.284,11.291,11.305,5.193333333333333,12.066752246469838,11.293333333333335,0.10330578512395162,0.45399049973954675,0.8910065241883679,1.0,48.0,0.0,0.0
ML_FD05,2026-06-15 01:51:00,0.1053,5.59,4.96,5.82,11.104,11.153,11.158,5.456666666666667,9.102015882712283,11.138333333333334,0.30824480023942336,0.4656145203251114,0.8849876374630419,1.0,51.0,0.0,0.0
ML_FD05,2026-06-15 01:54:00,0.0983,5.54,5.04,5.87,11.122,11.186,11.161,5.483333333333333,8.085106382978724,11.156333333333334,0.30774746780603934,0.4771587602596084,0.8788171126619654,1.0,54.0,0.0,0.0
ML_FD05,2026-06-15 01:57:00,0.093,4.72,4.34,5.4,11.107,11.264,11.097,4.819999999999999,12.033195020746911,11.155999999999999,0.968088920760134,0.4886212414969549,0.8724960070727972,1.0,57.0,0.0,0.0
ML_FD05,2026-06-15 02:00:00,0.0954,4.58,4.46,5.42,11.226,11.203,11.116,4.819999999999999,12.448132780083,11.181666666666667,0.5872708302280547,0.49999999999999994,0.8660254037844387,2.0,0.0,0.0,0.0
ML_FD05,2026-06-15 02:03:00,0.0919,4.51,4.26,5.12,11.221,11.217,11.228,4.63,10.583153347732186,11.222000000000001,0.05346640527533818,0.511293086077052,0.8594064115014527,2.0,3.0,0.0,0.0
ML_FD05,2026-06-15 02:06:00,0.0897,4.51,4.18,5.1,11.219,11.212,11.255,4.596666666666667,10.949963741841907,11.228666666666667,0.23451879118921992,0.5224985647159488,0.8526401643540922,2.0,6.0,0.0,0.0
ML_FD05,2026-06-15 02:09:00,0.1153,4.71,4.21,5.06,11.201,11.207,11.197,4.66,9.656652360515023,11.201666666666668,0.04761196250557428,0.5336145159156115,0.8457278217039733,2.0,9.0,0.0,0.0
ML_FD05,2026-06-15 02:12:00,0.0987,4.92,4.68,5.39,11.186,11.153,11.21,4.996666666666666,7.871914609739832,11.183,0.268264329786277,0.5446390350150271,0.838670567945424,2.0,12.0,0.0,0.0
ML_FD05,2026-06-15 02:15:00,0.0988,4.89,4.69,5.51,11.181,11.231,11.158,5.03,9.542743538767386,11.19,0.3663985701519247,0.5555702330196022,0.8314696123025452,2.0,15.0,0.0,0.0
ML_FD05,2026-06-15 02:18:00,0.0868,4.55,4.18,4.88,11.169,11.25,11.172,4.536666666666666,7.861866274797938,11.197000000000001,0.4733410735018223,0.5664062369248328,0.8241261886220157,2.0,18.0,0.0,0.0
