Region,Zone,Feeder_Code,Substation_Code,Substation,Feeder,Time,IR,IY,IB,VRY,VYB,VBR,Active Load
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:00:00,43.9,44.8,46,10.9,11,10.9,0.832
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:00:00,5.16,4.62,5.69,11,10.9,10.9,0.0843
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:00:00,27.3,23.5,27.6,11.1,11.1,11.2,0.457
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:03:00,41.5,42.2,42.6,10.9,10.9,10.9,0.85
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:03:00,5.82,5.63,6.53,10.9,10.9,10.9,0.0979
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:03:00,25.8,25.7,25.6,11.1,11.1,11.2,0.54
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:06:00,40.6,42.2,42.3,10.9,10.9,10.8,0.801
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:06:00,4.44,4.17,4.85,10.9,10.8,10.9,0.0829
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:06:00,26,25.7,26.2,11,11.1,11.1,0.505
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:09:00,40.6,42.2,42.3,10.8,10.8,10.7,0.929
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:09:00,4.44,4.17,4.85,10.8,10.7,10.8,0.0829
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:09:00,26,25.7,26.2,10.9,11,11,0.544
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:12:00,37.1,38.7,39.1,10.8,10.9,10.8,0.698
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:12:00,3.83,3.57,4.14,10.9,10.8,10.8,0.0701
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:12:00,28.2,28,27.8,11,11,11.1,0.46
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:15:00,37.1,38.7,39.1,10.8,10.8,10.7,0.718
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:15:00,3.83,3.57,4.14,10.8,10.7,10.7,0.0701
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:15:00,28.2,28,27.8,10.9,11,11,0.55
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:18:00,38.6,40.5,40.7,10.8,10.8,10.7,0.764
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:18:00,3.61,3.5,3.84,10.8,10.7,10.8,0.0885
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:18:00,29.6,30.2,31.1,10.9,11,11,0.575
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:21:00,40.1,41.5,42,10.7,10.8,10.7,0.739
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:21:00,3.78,3.78,4.17,10.8,10.7,10.7,0.0852
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:21:00,31.9,32.9,32.8,10.9,10.9,11,0.601
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:24:00,40.1,41.5,42,10.7,10.8,10.7,0.903
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:24:00,3.78,3.78,4.17,10.8,10.7,10.7,0.06
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:24:00,31.9,32.9,32.8,10.9,10.9,11,0.669
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:27:00,50.4,52.7,53.2,10.7,10.8,10.7,0.904
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:27:00,3.42,3.66,4.1,10.8,10.7,10.7,0.0646
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:27:00,29.9,30.2,30.8,10.9,11,11,0.546
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:30:00,50.4,52.7,53.2,10.7,10.8,10.7,0.918
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:30:00,3.42,3.66,4.1,10.8,10.7,10.7,0.0743
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:30:00,29.9,30.2,30.8,10.9,11,11,0.581
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:33:00,50,52.3,52.4,10.8,10.9,10.8,1.21
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:33:00,4.07,4.28,4.57,10.9,10.8,10.8,0.0772
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:33:00,30.6,31.3,31.4,10.9,10.9,11,0.55
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:36:00,50.8,53.4,53.6,10.8,10.8,10.7,0.98
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:36:00,3.18,3.09,3.27,10.8,10.8,10.8,0.0623
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:36:00,27.7,28.3,29.2,10.9,10.9,11,0.535
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:39:00,50.8,53.4,53.6,10.9,10.9,10.8,1
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:39:00,3.18,3.09,3.27,10.9,10.8,10.9,0.0694
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:39:00,27.7,28.3,29.2,10.9,10.9,11,0.644
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:42:00,54.6,56.7,56.9,10.9,10.9,10.8,1.06
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:42:00,3.44,3.73,3.89,10.9,10.8,10.9,0.0647
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:42:00,29.9,31.2,31.3,10.9,10.9,11,0.52
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:45:00,54.6,56.7,56.9,10.9,10.9,10.8,1.01
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:45:00,3.44,3.73,3.89,10.9,10.8,10.9,0.0567
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:45:00,29.9,31.2,31.3,10.9,10.9,11,0.432
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:48:00,54.8,57.1,56.9,10.9,10.9,10.8,1.1
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:48:00,4.72,4.95,5.32,10.9,10.8,10.8,0.0585
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:48:00,26.3,26.8,27.4,10.9,10.9,11,0.425
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:51:00,54.8,57.1,56.9,10.9,10.9,10.8,1.03
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:51:00,4.72,4.95,5.32,10.9,10.8,10.9,0.0585
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:51:00,26.3,26.8,27.4,10.9,10.9,11,0.543
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:54:00,56.7,59.2,59.3,10.9,10.9,10.8,1.14
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:54:00,2.87,3.12,3.51,10.9,10.8,10.9,0.0574
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:54:00,27.5,27.7,28.5,10.9,10.9,11,0.494
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 06:57:00,54.7,56.3,56.2,10.9,10.9,10.8,1.13
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 06:57:00,2.91,2.87,3.09,10.9,10.8,10.9,0.0448
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 06:57:00,21.9,21.2,23.2,10.9,11,11,0.416
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:00:00,54.7,56.3,56.2,10.9,11,10.9,0.964
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:00:00,2.91,2.87,3.09,11,10.9,10.9,0.0448
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:00:00,21.9,21.2,23.2,11,11,11.1,0.495
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:03:00,53.7,54,54.8,10.9,10.9,10.9,0.968
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:03:00,2.34,2.02,2.52,10.9,10.9,10.9,0.0624
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:03:00,24.4,25.2,24.6,11,11,11,0.56
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:06:00,55.2,54.4,55.5,10.8,10.9,10.8,1.03
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:06:00,3.06,3,3.18,10.9,10.8,10.8,0.0557
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:06:00,19.9,20.3,21,10.9,10.9,11,0.398
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:09:00,55.2,54.4,55.5,10.8,10.9,10.8,0.931
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:09:00,3.06,3,3.18,10.9,10.8,10.8,0.0449
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:09:00,19.9,20.3,21,10.9,10.9,11,0.678
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:12:00,50.9,51.6,50.8,11,11,11,0.962
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:12:00,3.86,3.79,4.08,11,11,11,0.0734
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:12:00,25.3,25.5,26.7,11.1,11,11.1,0.56
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:15:00,50.9,51.6,50.8,10.9,11,10.9,0.938
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:15:00,3.86,3.79,4.08,11,10.9,10.9,0.0929
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:15:00,25.3,25.5,26.7,11,11,11.1,0.384
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:18:00,47.9,48.8,49.9,11,11,11,1.1
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:18:00,5.15,4.88,4.99,11,11,10.9,0.103
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:18:00,25.2,27.7,27.9,11.1,11,11.1,0.62
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:21:00,47.9,48.8,49.9,10.9,11,10.9,0.962
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:21:00,5.15,4.88,4.99,11,10.9,10.9,0.0745
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:21:00,25.2,27.7,27.9,11,11,11.1,0.465
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:24:00,43.2,48.6,50.6,10.9,11,11,0.867
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:24:00,3.88,4.63,4.55,11,10.9,10.9,0.0856
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:24:00,26.2,27.5,27.5,11.1,11,11.1,0.527
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:27:00,44.7,44.8,47.1,10.9,11,10.9,0.923
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:27:00,3.96,4.83,4.42,11,10.9,10.9,0.0828
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:27:00,19.2,19.1,20.3,11.1,11,11.1,0.426
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:30:00,44.7,44.8,47.1,10.9,11,11,0.8
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:30:00,3.96,4.83,4.42,11,10.9,10.9,0.113
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:30:00,19.2,19.1,20.3,11,11,11.1,0.502
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:33:00,42.3,43.5,44.9,10.9,11,10.9,0.793
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:33:00,4.18,4.71,4.77,11,10.9,10.9,0.0779
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:33:00,21.3,21.3,22.6,11,11,11.1,0.577
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:36:00,42.3,43.5,44.9,10.9,11,10.9,0.855
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:36:00,4.18,4.71,4.77,11,10.9,10.9,0.0676
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:36:00,21.3,21.3,22.6,11.1,11,11.1,0.352
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:39:00,44.7,46.2,47.5,11,11,11,0.819
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:39:00,3.32,3.17,3.6,11,11,11,0.0562
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:39:00,21.6,22.9,22.8,11.1,11.1,11.1,0.411
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:42:00,38.9,46.2,47.5,11,11,11,0.808
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:42:00,3.32,3.17,3.6,11.1,11,11,0.0989
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:42:00,11.6,22.9,22.8,11.1,11.1,11.2,0.349
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:45:00,36.3,37.2,38.2,11,11.1,11,0.704
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:45:00,4.91,4.63,5.14,11.1,11,11,0.0644
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:45:00,15.7,16.5,17.7,11.1,11.1,11.2,0.35
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:48:00,31.8,33.4,34.1,11,11.1,11,0.61
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:48:00,2.25,1.49,2.04,11.1,11,11,0.037
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:48:00,8.1,9.28,10.2,11.1,11.1,11.2,0.298
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:51:00,31.8,33.4,34.1,11,11.1,11,0.648
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:51:00,2.25,1.49,2.04,11.1,11,11,0.0806
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:51:00,8.1,9.28,10.2,11.1,11.1,11.2,0.287
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:54:00,42,42.5,43.3,11.1,11.1,11.1,0.737
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:54:00,4.48,4.48,4.91,11.1,11.1,11,0.0875
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:54:00,13.3,14.6,16.3,11.2,11.1,11.2,0.196
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 07:57:00,42,42.5,43.3,11.1,11.1,11.1,0.835
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 07:57:00,4.48,4.48,4.91,11.1,11.1,11.1,0.0707
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 07:57:00,13.3,14.6,16.3,11.2,11.2,11.2,0.397
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:00:00,41.3,41.9,41.8,11.1,11.1,11.1,0.953
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:00:00,4.65,4.61,4.75,11.1,11.1,11.1,0.1
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:00:00,20.6,21.1,21.8,11.2,11.1,11.2,0.363
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:03:00,41.3,41.9,41.8,11.1,11.1,11.1,0.859
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:03:00,4.65,4.61,4.75,11.1,11.1,11.1,0.0216
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:03:00,20.6,21.1,21.8,11.2,11.2,11.2,0.34
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:06:00,30.9,31.4,31.8,11,11.1,11,0.904
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:06:00,1.03,0.83,0.924,11.1,11,11,0.0931
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:06:00,11.5,12.1,13.3,11.1,11.1,11.2,0.356
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:09:00,46.8,47.1,47.7,11,11,11,0.918
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:09:00,6.05,5.73,6,11,11,11,0.126
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:09:00,26.3,26.8,27.7,11.1,11.1,11.2,0.55
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:12:00,46.8,47.1,47.7,11,11,11,0.585
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:12:00,6.05,5.73,6,11,11,11,0.0898
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:12:00,26.3,26.8,27.7,11.1,11.1,11.1,0.387
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:15:00,47.5,47.3,48,10.9,11,10.9,0.838
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:15:00,7.27,6.41,7.23,11,10.9,10.9,0.134
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:15:00,19.9,20.8,20.4,11,11,11.1,0.607
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:18:00,47.5,47.3,48,11,11,11,0.703
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:18:00,7.27,6.41,7.23,11,10.9,10.9,0.0126
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:18:00,19.9,20.8,20.4,11,11,11.1,0.277
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:21:00,30.3,31.9,31.9,10.9,11,10.9,0.59
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:21:00,0.991,0.424,1.26,11,10.9,10.9,0.0213
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:21:00,13.7,15.4,16.5,11,11,11.1,0.0957
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:24:00,52.9,54.1,53.8,10.9,10.9,10.9,1.03
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:24:00,5.64,0.424,1.26,10.9,10.9,10.9,0.107
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:24:00,13.7,15.4,16.5,11,11,11,0.613
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:27:00,51.4,52.4,24.3,10.9,11,10.9,0.496
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:27:00,5.79,5.59,6.66,11,10.9,10.9,0.00565
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:27:00,12.1,35.8,37.3,11,11,11.1,0.372
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:30:00,23.1,24.1,24.3,10.9,10.9,10.9,0.483
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:30:00,0.754,0.734,1.5,10.9,10.9,10.9,0.013
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:30:00,27.8,31.4,31.6,11,11,11.1,0.498
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:33:00,23.1,24.1,24.3,10.9,10.9,10.9,0.486
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:33:00,0.754,0.734,1.5,10.9,10.9,10.9,0.0381
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:33:00,27.8,31.4,31.6,11,11,11,0.521
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:36:00,27.3,27.3,27.7,10.9,11,10.9,0.614
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:36:00,0.758,0.985,1.71,11,10.9,10.9,0.0133
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:36:00,15.6,17.3,17.2,11,11,11.1,0.424
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:39:00,27.3,49.2,49.7,10.9,10.9,10.9,0.81
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:39:00,0.758,0.985,1.71,10.9,10.9,10.9,0.0643
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:39:00,15.6,17.3,17.2,11,11,11,0.535
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:42:00,33.9,21.6,22,10.9,11,10.9,0.436
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:42:00,1.34,1.61,2.29,11,10.9,10.9,0.0306
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:42:00,22.8,23.9,24.9,11,11,11.1,0.293
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:45:00,33.9,47.9,48.3,10.9,11,10.9,0.768
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:45:00,1.34,1.61,2.29,11,10.9,10.9,0.0741
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:45:00,22.8,23.9,24.9,11,11,11.1,0.264
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:48:00,47.7,47.1,48.9,10.9,10.9,10.9,0.694
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:48:00,4.02,4.21,4.75,10.9,10.9,10.9,0.043
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:48:00,28,29.3,30.6,11,11,11,0.55
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU1,2026-06-16 08:51:00,47.7,22.3,19.7,10.9,10.9,10.9,0.407
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,RMU2,2026-06-16 08:51:00,4.02,4.21,4.75,10.9,10.9,10.9,
PUNE,PUNE,FD_003,214555,33/11 KV EMBASSY PARK,11 KV TATA EV,2026-06-16 08:51:00,28,29.3,30.6,11,10.9,11,0.287
